,team,half,min,x_start,y_start,type_def,game
1999,Algeria,1,45,12.239999999999998,30.080000000000002,Interception,Algeria vs Russia
2000,Algeria,2,46,52.92,71.44,Interception,Algeria vs Russia
2001,Russia,2,49,33.0,5.2,Interception,Algeria vs Russia
2002,Algeria,2,51,37.44,20.0,Interception,Algeria vs Russia
2003,Algeria,2,52,15.36,20.64,Interception,Algeria vs Russia
2004,Russia,2,53,28.439999999999998,42.400000000000006,Interception,Algeria vs Russia
2005,Russia,2,63,69.24,52.56,Interception,Algeria vs Russia
2006,Russia,2,70,70.08,63.92000000000001,Interception,Algeria vs Russia
2007,Algeria,2,71,25.56,60.56,Interception,Algeria vs Russia
2008,Algeria,2,71,18.48,68.32000000000001,Interception,Algeria vs Russia
2009,Algeria,2,76,75.96,69.04,Interception,Algeria vs Russia
2010,Russia,2,79,19.2,61.84,Interception,Algeria vs Russia
2011,Algeria,2,79,41.52,48.72,Interception,Algeria vs Russia
2012,Algeria,2,82,23.639999999999997,15.600000000000001,Interception,Algeria vs Russia
2013,Algeria,2,82,15.719999999999999,66.32000000000001,Interception,Algeria vs Russia
2014,Algeria,2,84,14.04,20.64,Interception,Algeria vs Russia
2015,Algeria,2,89,28.799999999999997,16.32,Interception,Algeria vs Russia
2016,Brazil,1,3,55.68,64.16000000000001,Interception,Brazil vs Chile
2017,Chile,1,3,65.88,13.200000000000001,Interception,Brazil vs Chile
2018,Brazil,1,11,45.12,76.72000000000001,Interception,Brazil vs Chile
2019,Chile,1,11,23.279999999999998,35.68,Interception,Brazil vs Chile
2020,Chile,1,15,9.719999999999999,61.04,Interception,Brazil vs Chile
2021,Brazil,1,20,22.32,51.36000000000001,Interception,Brazil vs Chile
2022,Chile,1,25,59.04,10.72,Interception,Brazil vs Chile
2023,Brazil,1,25,51.48,67.28,Interception,Brazil vs Chile
2024,Brazil,1,26,48.84,24.560000000000002,Interception,Brazil vs Chile
2025,Brazil,1,26,23.76,64.96000000000001,Interception,Brazil vs Chile
2026,Chile,1,27,14.639999999999999,50.160000000000004,Interception,Brazil vs Chile
2027,Brazil,1,30,13.319999999999999,61.6,Interception,Brazil vs Chile
2028,Chile,1,34,43.08,76.72000000000001,Interception,Brazil vs Chile
2029,Chile,1,36,19.8,64.96000000000001,Interception,Brazil vs Chile
2030,Chile,1,45,77.16,4.4,Interception,Brazil vs Chile
2031,Chile,2,50,47.279999999999994,53.36000000000001,Interception,Brazil vs Chile
2032,Brazil,2,51,40.8,75.36,Interception,Brazil vs Chile
2033,Chile,2,58,37.44,5.920000000000001,Interception,Brazil vs Chile
2034,Brazil,2,60,27.599999999999998,68.0,Interception,Brazil vs Chile
2035,Chile,2,62,31.439999999999998,31.28,Interception,Brazil vs Chile
2036,Brazil,2,62,32.64,32.32,Interception,Brazil vs Chile
2037,Chile,2,65,40.199999999999996,11.200000000000001,Interception,Brazil vs Chile
2038,Chile,2,66,80.75999999999999,65.67999999999999,Interception,Brazil vs Chile
2039,Brazil,2,70,23.88,11.920000000000002,Interception,Brazil vs Chile
2040,Chile,2,73,33.6,3.6799999999999997,Interception,Brazil vs Chile
2041,Brazil,2,73,47.16,13.36,Interception,Brazil vs Chile
2042,Brazil,2,79,49.8,64.24,Interception,Brazil vs Chile
2043,Brazil,2,80,53.879999999999995,70.0,Interception,Brazil vs Chile
2044,Chile,2,80,30.599999999999998,21.44,Interception,Brazil vs Chile
2045,Chile,2,80,6.0,60.48,Interception,Brazil vs Chile
2046,Brazil,2,84,34.32,39.2,Interception,Brazil vs Chile
2047,Chile,2,88,29.16,43.2,Interception,Brazil vs Chile
2048,Chile,2,88,72.12,71.28,Interception,Brazil vs Chile
2049,Chile,3,93,66.12,52.32000000000001,Interception,Brazil vs Chile
2050,Brazil,3,103,76.44,33.2,Interception,Brazil vs Chile
2051,Brazil,4,105,55.199999999999996,52.64,Interception,Brazil vs Chile
2052,Chile,4,108,45.12,77.92000000000002,Interception,Brazil vs Chile
2053,Brazil,4,109,73.8,60.32000000000001,Interception,Brazil vs Chile
2054,Brazil,4,113,34.32,59.52000000000001,Interception,Brazil vs Chile
2055,Chile,4,115,26.4,28.560000000000002,Interception,Brazil vs Chile
2056,Netherlands,1,10,48.959999999999994,73.36,Interception,Netherlands vs Mexico
2057,Mexico,1,17,30.72,9.36,Interception,Netherlands vs Mexico
2058,Mexico,1,18,27.24,36.160000000000004,Interception,Netherlands vs Mexico
2059,Netherlands,1,29,45.6,73.67999999999999,Interception,Netherlands vs Mexico
2060,Netherlands,1,35,37.08,31.360000000000003,Interception,Netherlands vs Mexico
2061,Mexico,1,46,17.04,28.160000000000004,Interception,Netherlands vs Mexico
2062,Netherlands,2,46,35.76,56.879999999999995,Interception,Netherlands vs Mexico
2063,Netherlands,2,54,49.08,73.44,Interception,Netherlands vs Mexico
2064,Mexico,2,62,32.279999999999994,12.72,Interception,Netherlands vs Mexico
2065,Mexico,2,81,36.0,34.24,Interception,Netherlands vs Mexico
2066,Mexico,2,82,28.799999999999997,54.800000000000004,Interception,Netherlands vs Mexico
2067,Mexico,2,89,40.32,10.56,Interception,Netherlands vs Mexico
2068,Costa Rica,1,5,65.04,46.24,Interception,Costa Rica vs Greece
2069,Costa Rica,1,9,52.08,12.16,Interception,Costa Rica vs Greece
2070,Greece,1,27,67.55999999999999,58.64,Interception,Costa Rica vs Greece
2071,Greece,1,38,35.52,14.8,Interception,Costa Rica vs Greece
2072,Costa Rica,1,38,80.52,68.32000000000001,Interception,Costa Rica vs Greece
2073,Costa Rica,2,45,34.44,11.76,Interception,Costa Rica vs Greece
2074,Costa Rica,2,51,47.76,58.56,Interception,Costa Rica vs Greece
2075,Costa Rica,2,55,84.0,71.28,Interception,Costa Rica vs Greece
2076,Costa Rica,2,62,49.68,69.52000000000001,Interception,Costa Rica vs Greece
2077,Costa Rica,2,62,36.239999999999995,68.24,Interception,Costa Rica vs Greece
2078,Costa Rica,2,70,10.799999999999999,26.0,Interception,Costa Rica vs Greece
2079,Costa Rica,2,74,9.719999999999999,26.480000000000004,Interception,Costa Rica vs Greece
2080,Costa Rica,3,90,9.839999999999998,48.72,Interception,Costa Rica vs Greece
2081,Costa Rica,3,99,16.08,26.480000000000004,Interception,Costa Rica vs Greece
2082,Algeria,1,15,15.96,22.16,Interception,Germany vs Algeria
2083,Algeria,1,18,32.4,10.8,Interception,Germany vs Algeria
2084,Germany,1,20,42.0,76.32000000000001,Interception,Germany vs Algeria
2085,Germany,1,22,67.8,52.400000000000006,Interception,Germany vs Algeria
2086,Germany,1,25,45.24,26.480000000000004,Interception,Germany vs Algeria
2087,Germany,1,25,37.32,75.12,Interception,Germany vs Algeria
2088,Algeria,1,26,30.599999999999998,2.9600000000000004,Interception,Germany vs Algeria
2089,Algeria,1,27,16.2,22.8,Interception,Germany vs Algeria
2090,Germany,1,27,44.64,53.84,Interception,Germany vs Algeria
2091,Algeria,1,36,32.16,4.88,Interception,Germany vs Algeria
2092,Algeria,1,37,26.4,15.12,Interception,Germany vs Algeria
2093,Germany,1,40,53.76,34.480000000000004,Interception,Germany vs Algeria
2094,Algeria,1,44,35.4,41.04,Interception,Germany vs Algeria
2095,Algeria,1,44,24.0,54.800000000000004,Interception,Germany vs Algeria
2096,Algeria,2,48,69.72,29.04,Interception,Germany vs Algeria
2097,Algeria,2,51,67.8,34.24,Interception,Germany vs Algeria
2098,Algeria,2,59,70.2,5.44,Interception,Germany vs Algeria
2099,Germany,2,61,97.8,5.84,Interception,Germany vs Algeria
2100,Algeria,2,62,48.12,3.04,Interception,Germany vs Algeria
2101,Algeria,2,69,62.64,4.960000000000001,Interception,Germany vs Algeria
2102,Algeria,2,70,16.68,51.2,Interception,Germany vs Algeria
2103,Germany,2,71,24.479999999999997,73.44,Interception,Germany vs Algeria
2104,Algeria,2,74,46.440000000000005,16.48,Interception,Germany vs Algeria
2105,Algeria,2,76,75.84,5.36,Interception,Germany vs Algeria
2106,Germany,2,78,30.36,63.84,Interception,Germany vs Algeria
2107,Algeria,2,83,29.16,63.92000000000001,Interception,Germany vs Algeria
2108,Algeria,2,88,53.4,29.92,Interception,Germany vs Algeria
2109,Algeria,2,93,7.319999999999999,47.52,Interception,Germany vs Algeria
2110,Algeria,3,90,52.199999999999996,79.60000000000001,Interception,Germany vs Algeria
2111,Algeria,3,90,43.08,68.56,Interception,Germany vs Algeria
2112,Germany,3,90,75.47999999999999,29.680000000000003,Interception,Germany vs Algeria
2113,Algeria,3,95,21.96,55.68,Interception,Germany vs Algeria
2114,Germany,3,100,37.08,10.32,Interception,Germany vs Algeria
2115,Algeria,4,109,53.64,59.04,Interception,Germany vs Algeria
2116,Switzerland,1,1,30.0,57.36000000000001,Interception,Argentina vs Switzerland
2117,Switzerland,1,11,46.199999999999996,63.2,Interception,Argentina vs Switzerland
2118,Argentina,1,13,53.76,9.600000000000001,Interception,Argentina vs Switzerland
2119,Switzerland,1,22,48.72,27.92,Interception,Argentina vs Switzerland
2120,Switzerland,1,23,35.52,67.84,Interception,Argentina vs Switzerland
2121,Argentina,1,28,80.88000000000001,10.96,Interception,Argentina vs Switzerland
2122,Switzerland,1,30,27.12,47.28,Interception,Argentina vs Switzerland
2123,Argentina,1,31,69.96,71.76,Interception,Argentina vs Switzerland
2124,Switzerland,1,40,32.76,33.52,Interception,Argentina vs Switzerland
2125,Switzerland,1,40,17.639999999999997,49.2,Interception,Argentina vs Switzerland
2126,Argentina,1,43,67.44,73.60000000000001,Interception,Argentina vs Switzerland
2127,Switzerland,1,44,45.72,74.4,Interception,Argentina vs Switzerland
2128,Argentina,2,45,26.76,75.60000000000001,Interception,Argentina vs Switzerland
2129,Argentina,2,50,76.2,67.52000000000001,Interception,Argentina vs Switzerland
2130,Argentina,2,56,71.16,6.16,Interception,Argentina vs Switzerland
2131,Argentina,2,62,70.32,65.44,Interception,Argentina vs Switzerland
2132,Switzerland,2,67,73.92,49.68000000000001,Interception,Argentina vs Switzerland
2133,Switzerland,2,71,26.16,57.84,Interception,Argentina vs Switzerland
2134,Switzerland,2,75,39.12,51.36000000000001,Interception,Argentina vs Switzerland
2135,Switzerland,2,79,26.04,61.120000000000005,Interception,Argentina vs Switzerland
2136,Switzerland,2,82,37.8,54.800000000000004,Interception,Argentina vs Switzerland
2137,Switzerland,3,100,35.52,51.44,Interception,Argentina vs Switzerland
2138,Argentina,3,100,51.35999999999999,14.8,Interception,Argentina vs Switzerland
2139,Argentina,3,102,34.56,53.36000000000001,Interception,Argentina vs Switzerland
2140,Argentina,3,104,51.6,21.6,Interception,Argentina vs Switzerland
2141,Argentina,4,106,45.72,2.2399999999999998,Interception,Argentina vs Switzerland
2142,Argentina,4,108,45.72,13.200000000000001,Interception,Argentina vs Switzerland
2143,Switzerland,4,114,51.84,52.160000000000004,Interception,Argentina vs Switzerland
2144,Belgium,1,6,25.679999999999996,47.68000000000001,Interception,Belgium vs USA
2145,Belgium,1,10,75.12,21.92,Interception,Belgium vs USA
2146,USA,1,10,18.72,75.36,Interception,Belgium vs USA
2147,Belgium,1,14,84.71999999999998,36.64,Interception,Belgium vs USA
2148,Belgium,1,18,89.52,3.6799999999999997,Interception,Belgium vs USA
2149,USA,1,20,27.36,26.880000000000003,Interception,Belgium vs USA
2150,Belgium,1,21,29.759999999999998,16.48,Interception,Belgium vs USA
2151,Belgium,1,28,21.84,54.56,Interception,Belgium vs USA
2152,USA,1,45,90.71999999999998,7.040000000000001,Interception,Belgium vs USA
2153,Belgium,2,51,75.12,45.6,Interception,Belgium vs USA
2154,USA,2,52,26.88,32.64,Interception,Belgium vs USA
2155,Belgium,2,58,52.92,76.72000000000001,Interception,Belgium vs USA
2156,USA,2,61,32.52,76.32000000000001,Interception,Belgium vs USA
2157,Belgium,2,61,71.28,1.7600000000000002,Interception,Belgium vs USA
2158,Belgium,2,65,87.36,38.24,Interception,Belgium vs USA
2159,USA,2,65,33.12,17.680000000000003,Interception,Belgium vs USA
2160,USA,2,67,36.36,45.52,Interception,Belgium vs USA
2161,Belgium,2,74,22.439999999999998,57.44,Interception,Belgium vs USA
2162,Belgium,2,78,82.55999999999999,18.48,Interception,Belgium vs USA
2163,USA,2,84,39.12,4.64,Interception,Belgium vs USA
2164,USA,2,88,40.8,17.919999999999998,Interception,Belgium vs USA
2165,USA,2,88,24.0,63.2,Interception,Belgium vs USA
2166,Belgium,3,90,44.16,60.56,Interception,Belgium vs USA
2167,USA,3,92,11.52,41.44,Interception,Belgium vs USA
2168,USA,3,97,26.639999999999997,17.76,Interception,Belgium vs USA
2169,Belgium,4,109,23.04,77.2,Interception,Belgium vs USA
2170,Belgium,4,109,37.44,59.04,Interception,Belgium vs USA
2171,Belgium,4,113,38.4,70.24,Interception,Belgium vs USA
2172,Belgium,4,113,21.84,50.480000000000004,Interception,Belgium vs USA
2173,USA,4,118,100.32,24.560000000000002,Interception,Belgium vs USA
2174,Colombia,1,7,79.8,2.2399999999999998,Interception,Brazil vs Colombia
2175,Colombia,1,12,52.199999999999996,66.4,Interception,Brazil vs Colombia
2176,Colombia,1,15,44.879999999999995,24.0,Interception,Brazil vs Colombia
2177,Colombia,1,18,29.16,56.64,Interception,Brazil vs Colombia
2178,Brazil,1,19,78.48,71.04,Interception,Brazil vs Colombia
2179,Brazil,1,20,11.28,7.6000000000000005,Interception,Brazil vs Colombia
2180,Colombia,1,20,80.04,2.4800000000000004,Interception,Brazil vs Colombia
2181,Brazil,1,21,19.439999999999998,48.400000000000006,Interception,Brazil vs Colombia
2182,Brazil,1,30,72.0,8.24,Interception,Brazil vs Colombia
2183,Colombia,1,31,38.879999999999995,56.96000000000001,Interception,Brazil vs Colombia
2184,Brazil,1,40,69.12,69.60000000000001,Interception,Brazil vs Colombia
2185,Colombia,1,45,46.68,77.92000000000002,Interception,Brazil vs Colombia
2186,Colombia,1,46,4.44,19.44,Interception,Brazil vs Colombia
2187,Brazil,2,50,54.84,37.839999999999996,Interception,Brazil vs Colombia
2188,Brazil,2,52,26.639999999999997,21.840000000000003,Interception,Brazil vs Colombia
2189,Colombia,2,55,65.04,7.28,Interception,Brazil vs Colombia
2190,Brazil,2,55,35.76,72.08,Interception,Brazil vs Colombia
2191,Brazil,2,56,67.92,62.32000000000001,Interception,Brazil vs Colombia
2192,Colombia,2,59,50.52,58.160000000000004,Interception,Brazil vs Colombia
2193,Brazil,2,59,30.0,23.040000000000003,Interception,Brazil vs Colombia
2194,Colombia,2,62,46.68,9.040000000000001,Interception,Brazil vs Colombia
2195,Brazil,2,64,18.36,55.2,Interception,Brazil vs Colombia
2196,Brazil,2,70,29.759999999999998,74.16000000000001,Interception,Brazil vs Colombia
2197,Brazil,2,70,31.32,51.2,Interception,Brazil vs Colombia
2198,Colombia,2,72,9.0,70.24,Interception,Brazil vs Colombia
2199,Colombia,2,76,45.24,2.4800000000000004,Interception,Brazil vs Colombia
2200,Brazil,2,76,49.199999999999996,54.56,Interception,Brazil vs Colombia
2201,Brazil,2,88,26.639999999999997,74.8,Interception,Brazil vs Colombia
2202,Colombia,2,92,43.92,72.72000000000001,Interception,Brazil vs Colombia
2203,France,1,2,24.84,21.6,Interception,France vs Germany
2204,France,1,3,7.68,18.96,Interception,France vs Germany
2205,Germany,1,10,14.28,36.160000000000004,Interception,France vs Germany
2206,Germany,1,10,3.84,39.68000000000001,Interception,France vs Germany
2207,France,1,14,91.44,26.480000000000004,Interception,France vs Germany
2208,Germany,1,17,48.12,79.12,Interception,France vs Germany
2209,Germany,1,20,44.64,2.8000000000000003,Interception,France vs Germany
2210,France,1,22,39.48,3.5200000000000005,Interception,France vs Germany
2211,France,1,23,42.35999999999999,36.88,Interception,France vs Germany
2212,Germany,1,25,54.84,70.64,Interception,France vs Germany
2213,France,1,28,11.16,56.48,Interception,France vs Germany
2214,Germany,1,39,18.96,14.4,Interception,France vs Germany
2215,France,1,44,37.92,61.52000000000001,Interception,France vs Germany
2216,France,2,50,57.84,62.96000000000001,Interception,France vs Germany
2217,France,2,57,86.75999999999999,48.64,Interception,France vs Germany
2218,Germany,2,71,53.76,2.9600000000000004,Interception,France vs Germany
2219,Germany,2,78,74.16,17.680000000000003,Interception,France vs Germany
2220,Germany,2,87,69.0,1.7600000000000002,Interception,France vs Germany
2221,Germany,2,89,16.56,23.840000000000003,Interception,France vs Germany
2222,France,2,90,13.92,15.600000000000001,Interception,France vs Germany
2223,Netherlands,1,8,68.88,63.04,Interception,Netherlands vs Costa Rica
2224,Netherlands,1,10,33.36,74.8,Interception,Netherlands vs Costa Rica
2225,Costa Rica,1,14,48.48,60.800000000000004,Interception,Netherlands vs Costa Rica
2226,Costa Rica,1,15,80.75999999999999,52.879999999999995,Interception,Netherlands vs Costa Rica
2227,Netherlands,1,33,37.56,74.64,Interception,Netherlands vs Costa Rica
2228,Costa Rica,1,42,12.719999999999999,29.28,Interception,Netherlands vs Costa Rica
2229,Netherlands,1,44,62.519999999999996,48.24,Interception,Netherlands vs Costa Rica
2230,Netherlands,2,49,40.32,29.12,Interception,Netherlands vs Costa Rica
2231,Netherlands,2,53,27.24,75.12,Interception,Netherlands vs Costa Rica
2232,Netherlands,2,56,62.75999999999999,11.920000000000002,Interception,Netherlands vs Costa Rica
2233,Netherlands,2,59,11.4,30.0,Interception,Netherlands vs Costa Rica
2234,Netherlands,2,60,27.84,61.36000000000001,Interception,Netherlands vs Costa Rica
2235,Costa Rica,2,71,34.32,34.96,Interception,Netherlands vs Costa Rica
2236,Costa Rica,2,72,31.32,46.32,Interception,Netherlands vs Costa Rica
2237,Costa Rica,2,74,78.6,75.84,Interception,Netherlands vs Costa Rica
2238,Costa Rica,2,89,9.0,57.120000000000005,Interception,Netherlands vs Costa Rica
2239,Costa Rica,3,92,28.799999999999997,28.400000000000002,Interception,Netherlands vs Costa Rica
2240,Netherlands,3,92,71.39999999999999,46.24,Interception,Netherlands vs Costa Rica
2241,Netherlands,3,97,54.72,18.400000000000002,Interception,Netherlands vs Costa Rica
2242,Netherlands,3,101,41.52,12.64,Interception,Netherlands vs Costa Rica
2243,Costa Rica,3,105,38.64,29.28,Interception,Netherlands vs Costa Rica
2244,Costa Rica,4,109,73.2,6.08,Interception,Netherlands vs Costa Rica
2245,Netherlands,4,114,14.52,76.80000000000001,Interception,Netherlands vs Costa Rica
2246,Costa Rica,4,118,17.76,30.400000000000002,Interception,Netherlands vs Costa Rica
2247,Netherlands,4,119,54.0,63.28,Interception,Netherlands vs Costa Rica
2248,Belgium,1,5,46.8,24.400000000000002,Interception,Argentina vs Belgium
2249,Argentina,1,9,80.52,76.0,Interception,Argentina vs Belgium
2250,Belgium,1,10,57.24,9.120000000000001,Interception,Argentina vs Belgium
2251,Argentina,1,12,85.08,75.12,Interception,Argentina vs Belgium
2252,Argentina,1,12,67.92,75.36,Interception,Argentina vs Belgium
2253,Belgium,1,12,59.279999999999994,26.160000000000004,Interception,Argentina vs Belgium
2254,Argentina,1,19,57.72,29.52,Interception,Argentina vs Belgium
2255,Argentina,1,19,23.88,39.92,Interception,Argentina vs Belgium
2256,Belgium,1,22,37.44,53.760000000000005,Interception,Argentina vs Belgium
2257,Belgium,1,23,47.04,2.32,Interception,Argentina vs Belgium
2258,Argentina,1,34,38.76,6.56,Interception,Argentina vs Belgium
2259,Belgium,1,34,78.6,62.32000000000001,Interception,Argentina vs Belgium
2260,Belgium,1,36,38.879999999999995,77.68,Interception,Argentina vs Belgium
2261,Belgium,1,43,63.959999999999994,74.32000000000001,Interception,Argentina vs Belgium
2262,Argentina,1,44,34.199999999999996,73.2,Interception,Argentina vs Belgium
2263,Belgium,1,46,39.24,39.760000000000005,Interception,Argentina vs Belgium
2264,Belgium,2,46,27.24,66.16000000000001,Interception,Argentina vs Belgium
2265,Belgium,2,50,30.0,1.8399999999999999,Interception,Argentina vs Belgium
2266,Argentina,2,51,83.28,73.36,Interception,Argentina vs Belgium
2267,Argentina,2,55,31.92,4.16,Interception,Argentina vs Belgium
2268,Belgium,2,55,5.28,75.52000000000001,Interception,Argentina vs Belgium
2269,Argentina,2,57,24.599999999999998,12.0,Interception,Argentina vs Belgium
2270,Belgium,2,64,37.68,61.760000000000005,Interception,Argentina vs Belgium
2271,Argentina,2,64,30.24,49.2,Interception,Argentina vs Belgium
2272,Argentina,2,64,5.04,51.2,Interception,Argentina vs Belgium
2273,Argentina,2,65,53.16,73.60000000000001,Interception,Argentina vs Belgium
2274,Belgium,2,67,66.24,10.32,Interception,Argentina vs Belgium
2275,Belgium,2,69,35.64,8.56,Interception,Argentina vs Belgium
2276,Argentina,2,69,39.0,69.2,Interception,Argentina vs Belgium
2277,Belgium,2,71,63.84,7.040000000000001,Interception,Argentina vs Belgium
2278,Belgium,2,71,67.32,2.0,Interception,Argentina vs Belgium
2279,Argentina,2,71,12.48,71.76,Interception,Argentina vs Belgium
2280,Belgium,2,76,63.599999999999994,11.040000000000001,Interception,Argentina vs Belgium
2281,Argentina,2,78,35.52,7.28,Interception,Argentina vs Belgium
2282,Argentina,2,87,13.68,60.08,Interception,Argentina vs Belgium
2283,Brazil,1,4,42.72,68.72000000000001,Interception,Brazil vs Germany
2284,Brazil,1,8,53.879999999999995,4.960000000000001,Interception,Brazil vs Germany
2285,Germany,1,8,23.639999999999997,40.72,Interception,Brazil vs Germany
2286,Brazil,1,8,70.55999999999999,28.080000000000002,Interception,Brazil vs Germany
2287,Germany,1,21,39.84,23.12,Interception,Brazil vs Germany
2288,Brazil,1,38,67.32,59.36000000000001,Interception,Brazil vs Germany
2289,Brazil,1,39,49.559999999999995,49.92,Interception,Brazil vs Germany
2290,Brazil,1,40,15.96,34.72,Interception,Brazil vs Germany
2291,Brazil,1,42,29.639999999999997,56.0,Interception,Brazil vs Germany
2292,Brazil,1,44,32.279999999999994,11.920000000000002,Interception,Brazil vs Germany
2293,Brazil,1,44,42.48,50.400000000000006,Interception,Brazil vs Germany
2294,Germany,2,58,24.479999999999997,33.68,Interception,Brazil vs Germany
2295,Brazil,2,64,17.28,13.76,Interception,Brazil vs Germany
2296,Brazil,2,65,54.72,27.6,Interception,Brazil vs Germany
2297,Brazil,2,74,25.56,45.760000000000005,Interception,Brazil vs Germany
2298,Brazil,2,78,41.4,7.76,Interception,Brazil vs Germany
2299,Brazil,2,85,23.76,56.48,Interception,Brazil vs Germany
2300,Brazil,2,87,22.56,47.84,Interception,Brazil vs Germany
2301,Argentina,1,1,35.64,70.56,Interception,Netherlands vs Argentina
2302,Netherlands,1,2,26.16,26.0,Interception,Netherlands vs Argentina
2303,Argentina,1,5,30.24,22.880000000000003,Interception,Netherlands vs Argentina
2304,Netherlands,1,8,17.639999999999997,55.760000000000005,Interception,Netherlands vs Argentina
2305,Argentina,1,9,32.76,13.200000000000001,Interception,Netherlands vs Argentina
2306,Argentina,1,12,11.52,70.4,Interception,Netherlands vs Argentina
2307,Netherlands,1,22,6.0,23.840000000000003,Interception,Netherlands vs Argentina
2308,Netherlands,1,32,67.32,76.08,Interception,Netherlands vs Argentina
2309,Netherlands,1,32,64.55999999999999,33.760000000000005,Interception,Netherlands vs Argentina
2310,Argentina,1,34,20.04,11.520000000000001,Interception,Netherlands vs Argentina
2311,Netherlands,1,35,8.16,47.760000000000005,Interception,Netherlands vs Argentina
2312,Netherlands,1,38,31.2,40.480000000000004,Interception,Netherlands vs Argentina
2313,Argentina,1,41,65.88,46.480000000000004,Interception,Netherlands vs Argentina
2314,Argentina,1,43,39.35999999999999,50.480000000000004,Interception,Netherlands vs Argentina
2315,Argentina,1,43,76.55999999999999,2.2399999999999998,Interception,Netherlands vs Argentina
2316,Argentina,1,46,33.96,8.56,Interception,Netherlands vs Argentina
2317,Argentina,2,45,46.08,69.92,Interception,Netherlands vs Argentina
2318,Argentina,2,52,39.24,48.400000000000006,Interception,Netherlands vs Argentina
2319,Argentina,2,55,44.4,50.72,Interception,Netherlands vs Argentina
2320,Argentina,2,58,44.16,73.2,Interception,Netherlands vs Argentina
2321,Argentina,2,59,23.4,29.6,Interception,Netherlands vs Argentina
2322,Argentina,2,66,44.16,56.64,Interception,Netherlands vs Argentina
2323,Netherlands,2,66,33.96,4.0,Interception,Netherlands vs Argentina
2324,Netherlands,2,75,54.48,16.96,Interception,Netherlands vs Argentina
2325,Netherlands,2,80,50.76,71.52000000000001,Interception,Netherlands vs Argentina
2326,Argentina,2,83,28.2,24.96,Interception,Netherlands vs Argentina
2327,Netherlands,2,84,52.92,70.72000000000001,Interception,Netherlands vs Argentina
2328,Netherlands,2,86,9.0,56.0,Interception,Netherlands vs Argentina
2329,Netherlands,2,87,26.76,31.360000000000003,Interception,Netherlands vs Argentina
2330,Argentina,2,87,32.64,26.160000000000004,Interception,Netherlands vs Argentina
2331,Netherlands,2,89,33.0,34.72,Interception,Netherlands vs Argentina
2332,Netherlands,3,90,49.92,12.96,Interception,Netherlands vs Argentina
2333,Netherlands,3,92,23.16,75.12,Interception,Netherlands vs Argentina
2334,Netherlands,3,97,54.12,33.760000000000005,Interception,Netherlands vs Argentina
2335,Netherlands,3,99,6.84,53.36000000000001,Interception,Netherlands vs Argentina
2336,Netherlands,3,101,4.919999999999999,18.72,Interception,Netherlands vs Argentina
2337,Netherlands,3,102,57.72,31.52,Interception,Netherlands vs Argentina
2338,Argentina,4,109,23.88,23.76,Interception,Netherlands vs Argentina
2339,Netherlands,4,109,66.36,33.68,Interception,Netherlands vs Argentina
2340,Argentina,4,113,71.52,30.160000000000004,Interception,Netherlands vs Argentina
2341,Argentina,4,116,70.67999999999999,25.92,Interception,Netherlands vs Argentina
2342,Brazil,1,4,47.64,6.08,Interception,Brazil vs Netherlands
2343,Netherlands,1,4,33.36,77.28,Interception,Brazil vs Netherlands
2344,Brazil,1,9,64.2,63.28,Interception,Brazil vs Netherlands
2345,Brazil,1,10,52.08,10.08,Interception,Brazil vs Netherlands
2346,Brazil,1,12,47.16,41.92,Interception,Brazil vs Netherlands
2347,Brazil,1,19,63.599999999999994,10.56,Interception,Brazil vs Netherlands
2348,Netherlands,1,19,51.84,54.48,Interception,Brazil vs Netherlands
2349,Netherlands,1,20,23.88,17.76,Interception,Brazil vs Netherlands
2350,Netherlands,1,25,41.879999999999995,37.839999999999996,Interception,Brazil vs Netherlands
2351,Netherlands,1,26,33.12,60.800000000000004,Interception,Brazil vs Netherlands
2352,Brazil,1,29,63.84,64.16000000000001,Interception,Brazil vs Netherlands
2353,Netherlands,1,33,7.68,69.76,Interception,Brazil vs Netherlands
2354,Brazil,1,40,37.92,42.0,Interception,Brazil vs Netherlands
2355,Netherlands,1,41,44.4,23.6,Interception,Brazil vs Netherlands
2356,Brazil,1,41,48.72,18.240000000000002,Interception,Brazil vs Netherlands
2357,Netherlands,1,45,54.959999999999994,14.080000000000002,Interception,Brazil vs Netherlands
2358,Netherlands,1,47,37.32,66.56,Interception,Brazil vs Netherlands
2359,Brazil,1,47,47.879999999999995,25.680000000000003,Interception,Brazil vs Netherlands
2360,Netherlands,2,46,28.56,51.36000000000001,Interception,Brazil vs Netherlands
2361,Netherlands,2,48,8.76,34.64,Interception,Brazil vs Netherlands
2362,Netherlands,2,52,37.92,59.760000000000005,Interception,Brazil vs Netherlands
2363,Brazil,2,52,76.91999999999999,24.32,Interception,Brazil vs Netherlands
2364,Netherlands,2,55,34.92,61.84,Interception,Brazil vs Netherlands
2365,Netherlands,2,56,47.4,40.32,Interception,Brazil vs Netherlands
2366,Netherlands,2,58,33.0,63.52000000000001,Interception,Brazil vs Netherlands
2367,Brazil,2,61,66.47999999999999,31.6,Interception,Brazil vs Netherlands
2368,Netherlands,2,63,52.08,55.68,Interception,Brazil vs Netherlands
2369,Netherlands,2,67,23.04,22.880000000000003,Interception,Brazil vs Netherlands
2370,Brazil,2,75,30.72,57.36000000000001,Interception,Brazil vs Netherlands
