,team,half,min,x_start,y_start,outcome,x_end,y_end,game_num
901,Russia,1,5,88.3,53.6,Goal,100,53.7,f24-4-2013-731814-eventdetails.xml
902,Algeria,2,59,95.2,46.4,Goal,100,46.3,f24-4-2013-731814-eventdetails.xml
903,Brazil,1,17,97.0,47.6,Goal,100,45.9,f24-4-2013-731815-eventdetails.xml
904,Chile,1,31,89.1,41.6,Goal,100,53.7,f24-4-2013-731815-eventdetails.xml
905,Brazil,5,120,88.6,50.0,Goal,100,53.6,f24-4-2013-731815-eventdetails.xml
906,Brazil,5,123,88.5,49.9,Goal,100,46.6,f24-4-2013-731815-eventdetails.xml
907,Chile,5,124,88.6,50.0,Goal,100,47.3,f24-4-2013-731815-eventdetails.xml
908,Chile,5,126,88.5,49.9,Goal,100,50.4,f24-4-2013-731815-eventdetails.xml
909,Brazil,5,126,88.5,50.0,Goal,100,53.7,f24-4-2013-731815-eventdetails.xml
910,Mexico,2,47,74.3,53.3,Goal,100,45.7,f24-4-2013-731817-eventdetails.xml
911,Netherlands,2,87,85.0,53.8,Goal,100,53.6,f24-4-2013-731817-eventdetails.xml
912,Netherlands,2,93,88.5,50.0,Goal,100,54.1,f24-4-2013-731817-eventdetails.xml
913,Costa Rica,2,51,81.2,53.4,Goal,100,45.9,f24-4-2013-731818-eventdetails.xml
914,Greece,2,90,91.7,49.1,Goal,100,47.1,f24-4-2013-731818-eventdetails.xml
915,Costa Rica,5,121,88.5,49.9,Goal,100,50.4,f24-4-2013-731818-eventdetails.xml
916,Greece,5,122,88.8,49.9,Goal,100,54.5,f24-4-2013-731818-eventdetails.xml
917,Costa Rica,5,123,88.5,49.9,Goal,100,48.1,f24-4-2013-731818-eventdetails.xml
918,Greece,5,123,88.5,50.0,Goal,100,46.3,f24-4-2013-731818-eventdetails.xml
919,Costa Rica,5,124,88.6,49.9,Goal,100,50.7,f24-4-2013-731818-eventdetails.xml
920,Greece,5,125,88.5,49.7,Goal,100,45.5,f24-4-2013-731818-eventdetails.xml
921,Costa Rica,5,126,88.5,50.0,Goal,100,52.1,f24-4-2013-731818-eventdetails.xml
922,Costa Rica,5,128,88.6,49.9,Goal,100,53.3,f24-4-2013-731818-eventdetails.xml
923,Germany,3,91,94.0,52.0,Goal,100,47.8,f24-4-2013-731820-eventdetails.xml
924,Germany,4,118,95.5,64.5,Goal,100,49.7,f24-4-2013-731820-eventdetails.xml
925,Algeria,4,120,95.6,56.1,Goal,100,46.3,f24-4-2013-731820-eventdetails.xml
926,Argentina,4,117,86.6,33.9,Goal,100,54.5,f24-4-2013-731821-eventdetails.xml
927,Belgium,3,92,92.9,35.1,Goal,100,53.7,f24-4-2013-731822-eventdetails.xml
928,Belgium,3,104,89.5,61.6,Goal,100,53.9,f24-4-2013-731822-eventdetails.xml
929,USA,4,106,89.0,50.9,Goal,100,45.6,f24-4-2013-731822-eventdetails.xml
930,Brazil,1,6,96.2,46.0,Goal,100,46.3,f24-4-2013-731823-eventdetails.xml
931,Brazil,2,67,70.4,54.4,Goal,100,45.9,f24-4-2013-731823-eventdetails.xml
932,Colombia,2,79,88.5,50.0,Goal,100,53.4,f24-4-2013-731823-eventdetails.xml
933,Germany,1,11,91.3,49.1,Goal,100,46.4,f24-4-2013-731824-eventdetails.xml
934,Costa Rica,5,120,88.4,50.1,Goal,100,46.8,f24-4-2013-731825-eventdetails.xml
935,Netherlands,5,121,88.3,50.1,Goal,100,45.5,f24-4-2013-731825-eventdetails.xml
936,Netherlands,5,122,88.5,50.0,Goal,100,53.4,f24-4-2013-731825-eventdetails.xml
937,Costa Rica,5,123,88.5,50.0,Goal,100,46.3,f24-4-2013-731825-eventdetails.xml
938,Netherlands,5,124,88.4,50.1,Goal,100,53.0,f24-4-2013-731825-eventdetails.xml
939,Costa Rica,5,125,88.5,50.1,Goal,100,54.1,f24-4-2013-731825-eventdetails.xml
940,Netherlands,5,125,88.4,50.0,Goal,100,54.5,f24-4-2013-731825-eventdetails.xml
941,Argentina,1,7,84.8,39.4,Goal,100,54.3,f24-4-2013-731826-eventdetails.xml
942,Germany,1,10,92.5,56.3,Goal,100,49.7,f24-4-2013-731827-eventdetails.xml
943,Germany,1,22,91.9,45.0,Goal,100,47.0,f24-4-2013-731827-eventdetails.xml
944,Germany,1,23,84.6,59.0,Goal,100,53.4,f24-4-2013-731827-eventdetails.xml
945,Germany,1,25,90.5,48.0,Goal,100,52.6,f24-4-2013-731827-eventdetails.xml
946,Germany,1,28,86.9,52.6,Goal,100,53.2,f24-4-2013-731827-eventdetails.xml
947,Germany,2,68,91.3,46.7,Goal,100,47.9,f24-4-2013-731827-eventdetails.xml
948,Germany,2,78,92.7,69.3,Goal,100,53.0,f24-4-2013-731827-eventdetails.xml
949,Brazil,2,89,87.3,52.2,Goal,100,52.1,f24-4-2013-731827-eventdetails.xml
950,Argentina,5,121,88.5,50.0,Goal,100,52.6,f24-4-2013-731828-eventdetails.xml
951,Netherlands,5,122,88.5,50.0,Goal,100,46.0,f24-4-2013-731828-eventdetails.xml
952,Argentina,5,122,88.5,50.0,Goal,100,49.0,f24-4-2013-731828-eventdetails.xml
953,Argentina,5,124,88.6,49.9,Goal,100,53.9,f24-4-2013-731828-eventdetails.xml
954,Netherlands,5,124,88.5,49.9,Goal,100,46.9,f24-4-2013-731828-eventdetails.xml
955,Argentina,5,125,88.5,49.9,Goal,100,51.5,f24-4-2013-731828-eventdetails.xml
956,Netherlands,1,2,88.5,50.0,Goal,100,45.6,f24-4-2013-731829-eventdetails.xml
957,Netherlands,1,15,88.5,51.8,Goal,100,46.6,f24-4-2013-731829-eventdetails.xml
958,Netherlands,2,90,91.0,44.3,Goal,100,45.9,f24-4-2013-731829-eventdetails.xml
959,Germany,4,112,96.4,60.2,Goal,100,46.1,f24-4-2013-731830-eventdetails.xml
